content,score
sukkaa soalnya gratis ongkir trus wkwk,5
sangattt bagus dan tidak pernah mengecewakan,5
amanah,5
toserba online ...,5
mantap polllll,5
selama belanja di shopee tidak ada kendala,5
Serba murah Serba gampang Serba menarik dan Serba Jempol 👍👍👍👍👌,5
shopi emang yg terbaik,5
mantap,5
shoppe tolong ditingkatkan lagi keamananya karena shopee saya ke hack dan saya ke tipu karena si penipu mengatas namakan shopee...,5
aplikasi nya mantap,4
memudahkan keinginan masyarakat,5
sangat puas belanja di shopee harga lebih murah dan pilihan sangat banyak,5
sangat mmbantu,4
"Sangat membantu, apalagi adanya fitur shopee paylater nya,mudah dalam pemakaian dan fiturnya sangat lengkap sekali... recommended",5
shopee oke,5
untuk apk shopee..bagus y kalau belanja di sini selalu amanah...,5
sangat memuaskan,5
amanah aminn,5
belanja murah tp produk bukan murahan..,5
"solusi belanja kebutuhan apapun,harga bersahabat ,cepat dan ada diskonnya",5
sebenernya udh bagus apknya cuman kurang optimal aja sih 😜,4
bagus pelayanan nya sama barang nya sesuai yg kita ingin kan,5
bagus,5
barang datang dengan aman dan cepat,5
shopee banyak banget potongan harga dan ongkir aku suka banget sama shopee lebih banyak lagi ya potongan harga nya,5
favorit apk untuk belanja,5
mantap pelayanan admin nya,5
di shope lengkap semua apa yang kita mau cari,5
Bagus. gratis ongkirnya memenuhi.,5
bagus,2
aman dan terpercaya,5
"sy pkai shope sdh lma,srng skli kurir tnya pket k rmh sya,tar lg paket sya yg nyasar,TOLONG UNTUK SHOPEE kurir SPX nya d benahi jls d paket ada data customer alamat dn no hp knp kok masi tanya warga bs tlp dulu d no customer utk memastikan atau tanya dulu klk mau ngasi paket ke orng bener paket nya apa bukan, sya g sekali 2 kali paket sya nyasar,ya gmn ini apk sdh besr namanya kok servisnya buruk👎d suruh pakai SPX klk co d shope tp kurir asal lempar pket ke rmh orng mohon di cek dulu ya",1
harga terjangkau,4
ok,5
bagus,5
"Saya senang berbelanja di sini, semua tersedia dan banyak diskonnya",5
baik,5
bagus,5
josss,4
sopi debes,5
"Banyak promo yang murah, semoga tidak murahan.",5
bagus,4
mantap..,5
"susah bukak aplikasinya min, tolong di perbaiki",4
mantap sesui seleraa kita,5
mantap bnget,5
sangat-sangat bagus 😊,5
Harga murah terjangkau. Barang nya bagus bagus,5
"kurir nya tidak memuaskan, dichat dimintain keterangan balasannya malah membuat jengkel, menyepelekan customer",1
langganan belanja di shoppe krn selalu hratis ongkir dan harga terjangkau,5
mantab,5
terimakasih barangnya SDH sampai dengan baik.semoga shopee selalu jaya.kurirx juga baik dan ramah,5
ok shopee,5
ok,4
shopee riwayat nya gak bisa dibuka kenapa? tolong perbaiki,1
mntap,3
shopee TOP bangettsss.sukses untuk shopee,5
bagus banget belanja di shopee 👍👍,5
pelayanan admin dan seller bagus,5
barang sesuai dengan yang diharapkan,5
bagus banget banyak peromo,5
Mantap ka,5
bagussss,5
pokok nya shopee oke,5
Saya kurang suka karna paket nya ga nyampe nyampe waktu itu dan gaada voucher masuk woy,3
banyak bug,1
Ahh suka banget 🥰🥰🥰,5
"barang bagus,harga murah, pengiriman cepat",5
sangat membantu 🥰,5
bagus tapi aku kena bug,4
"pengiriman spx nya kaya Kiong lama bgt,, pesanan setengah bulan baru nyampe,, udh gitu vocer gratis ongkir nya di mundur mundurin Mulu,tanggal nya buat nge claim nya,, luh kira gw kaga tau x",4
saya baru pakai habis 1 gigi masih masih agak goyang tapi ada perobahan agak bagus saya coba beli 1 lagi,5
ini sangat membantu saya,5
Shopee top.. selama sy belanja d shopee sy tidak pernah d kecewakan buat sy Shopee memang top...,5
"sekali kali saya di kena tipu, tapi keseringan tidak",5
saya suka dengan shopee bisa belanja barang,5
"puas banget belanja di Shopee... banyak voucher gratis ongkir, bisa pilih jasa kurir juga... pokoknya TOP dehhh",5
shopee tolol masa nomer sendiri gak bisa isi pulsa dengan paylater👎,1
pengiriman paket lama seharusnya 3 hari nyampek malah belum nyampek,1
berbelanja dengan mudah dan murah tinggal tunggu tidak perlu keluar rumah 🙏,5
sangat memudahkan,5
kenap app tiadak bisa lagi tolong di perbaki lagi,3
Good 👍👍👍,5
kurang suka,5
Bagus pokoknya lah. Suka. Barangnya murah murah. Gak bosen pokoknya belanhlja di shopee.♥️,5
Amanah terpercaya...mantap..👍,5
sangat memudahkan,5
barang sesuai dengan pesanan kualitas bagu,4
puas blanja di shopee👍,5
suka belanja di shopee sudah langganan tidak mengecewakan 👍,5
bagus,5
👍,5
shoppe memang jos👍,5
"Lemot, macet, padahal wifi berjalan dgn lancar",4
sangat memuaskan,5
saya ingin beli barang di shopee,5
"luar biasa ,,lengkap , Dan sllu Realpict brangnya yg sya pesan ,, keceptan pengiriman juga oke ,, dapat Skali membantu belanja apa yang kita inginkan ☺️ Saran; kalau mau CO selalu lihat ulasan toko bagus GK ,kalau bagus di Gasss langsung aja CheckOut-nya",5
"Mantap,bagus dan Ok banget firurnya lengkap dan puas pake aplikasi shope ini",5
"terimakasih shopee mempermudah segala kebutuhan yang ada ,pelayanan baik",5
sumpah MLS bnr blnja disini dh brpa kali brang saya dikmblikn ke pnjual krna kelalaian kurir klw bisa tolong yg pihak shopee cari kurir yg bnr² niat mau krja,2
"aplikasi ini sebenernya bagus, cuma yg ga bagus ada di jasa pengiriman nya yg sangat lambat beda jauh sama tokped yg selalu tepat waktu walaupun memasuki bulan ramadan.",1
imuttttt,5
terbaik keren,5
okok,3
mantap,5
selalu dapet harga yang di inginkan,5
👍👍👍,4
dunia belanja dalam gengaman 🫢,5
Shope pngembalian barang slalu dipersulit pdahal brang yg di jual lho bukan orinya tpi kw tpi knp pngembliannya di persulit,1
APK lumayan Untuk saat ini,5
"belanja d shopee sangat memuaskan.di shopee ada semua.tak perlu susah"" nyari yg kita butuhkan.kita klik d kolom pencarian semua yg kita butuhkan tersedia termasuk harganya.😆😆😆",5
good,5
"Bagus, perlu banyak toko2 yang COD, dan perlu COD tanpa dibatasi sebab umumnya pembeli ingin COD tanpa batas. Sukses selalu SHOPEE., ""SHOOPEE SEMAKIN DI DEPAN!"".,,,",4
kemudahan berbelanja dan banyak voucher... jaminan tepat waktu dan proses retur yg mudah,5
tolong perbaiki lagi doang apknya sering lemot,4
bagus,5
belanja di shopee selalu memuaskan barang yg di butuhkan slalu ada,5
barang yg di cari tidak ada,1
Sangat membantu untuk mempermudah memenuhi kebutuhan masyarakat,4
",,PENANGANAN MASALAH SAYA SANGAT LAMBAT,, SANGAT SANGAT KECEWA",1
mantap,5
mudah di gunakan walau pun kadang harus teliti membeli barang.,5
aplikasi terlalu lemot sekali,1
semoga lebih baik lagi,5
saya suka,5
oke? sangat membantu 👍,5
di shoope belanja jadi lebih mudah,5
okay,5
"mantap, belanja 99% semuanya lengkap. trims shoope.",5
the best,5
aplikasi yg berguna,5
buagussssssssss,5
sangat puas,5
semoga saya di kasih kupon yg banyakkk love you shopee ❤️❤️❤️,5
Uninstal.. Makin payah aja aplikasinya,5
semua pesanan saya telah sampai dgn baik. terimaksih,5
semoga pelayanan bagus dan tetap aman dan amanah,5
"maaf min ngasih -2 buat shopee sebenernya gak ada masalah sama apk nya cuman kalo saya lagi buka situs untuk untuk baca komik online kalo misalnya ingin ganti chapter itu langsung otomatis ke shopee itu cukup mengganggu soalnya bukan cuman sekali tapi setiap kali ganti ch pasti begitu,maaf sekali lagi ngasih -2",2
mantap 👍👍👍🙏🙏,5
mantaf,5
bagus banget ⭐⭐⭐⭐⭐,5
sangat bagus,5
top,4
sejauh ini pakai shopee GK ad masalah. sukses dan amanah lh slalu shopee q,5
mantap,5
nice job,5
selalu memberikan yang terbaik,5
pengiriman sangat lama,1
terpercaya 1000%,5
Bagus.. Sangat Lengkap Tinggal Pilih... 🙏,5
Sekarang beralih ke aplikasi ini ...karena memang paling top utk aplikasi belanja sekarang...,5
ok,5
bagus nyoo,5
kerennnn..,5
sy sangat puas dengan apl ini,5
good,5
"semenjak ekspedisi otomatis spx sangat tidak efektif, yang ada paketnya lamaa sekali sampenya 🔥 sangat tidak recomend",1
sangat membantu,5
garansi tepat waktu 👍,5
bagus aplikasinya.membantu untuk blnja lebih mudah dirumah,5
"sering bug, sering keluar sendiri...apk nya berat",3
Mantap,5
membantu,4
shopee mantul,5
Ga tau lagi deh pengiriman luamaaa puoll dan tidak ada kejelasan dari pihak ekspedisi atau Shopee. Setidaknya beritahu pembeli agar mereka tidak rugi waktu jika pesanan dibatalkan otomatis oleh sistem!!,2
MANTUL !!!,5
bagus,5
mantap,5
"Sangat membantu sekali, banyak barang yg ditawarkan sesuai dg keinginan.",5
keamanan beli dan garansi uang kembali.. pertahankan shopie sekarang ongkir jadi lebih ringan membuat pelanggan suka blanja terus dengan ongkir yg murah MAKASIH SHOPIE,5
saya menyukai Shopee👍👍👍👍👍👍,5
pelayanan bagus dan barang sesuai,5
pengalaman sy pokok ea tiap belanja d shopee sangat memuaskan sekali.Amanah deh pokok ea,5
baguss,5
sangat berguna sekali aplikasi shopee ini,5
maaf lupa gk ada foto ya tpi sudah saya kasih bintang 5 kok,5
berbelanja di shopie semakin mntpp,5
Puas sekali,5
topp,5
sangat bagus dan tepat waktu dan gk lambat,5
Alhamdulillah semuanya amanah.berkat adanya shopee belanja lebih hemat .semoga shopee selalu menjaga setiap amanah,5
baik,5
mantap,5
"terpercaya, aman",5
"shopee pelayanan yang sangat baik cepat, tepat sesuai pesanan",5
"Makin parah nih Shopee, pengembalian barang TDK konfirmasi dulu ke seller, gak peduli alasan apa, alamatnya udh bener atau blm. Main setujuin aja. Akhirnya BRG retur TDK saya terima, ajuin banding malah ditolak, padahal saya udh bilang brg TDK saya terima, dan SDH info alamat yg benar. Gak digubris, gak ada penjelasan apapun dari pihak mediasi, ttg bgmn nasib BRG dagangan saya. Kebijakan nya benar2 merugikan seller.👎",1
baik dan lebih maju lagi jgn batalkan vocher biar customer lebih banyak,5
"Bikin expedisi ga becus. Lelet bgt, pengiriman muter2 ga jelas ga nymape2",1
ok,5
sangat bagus,5
"udah yang ke 12x dapet voucher Rp10.000 ngga bisa dipake semua, saya maklum karena pengiriman berlebih tapi tanggung jawab lah masa voucher 12 karena keterlambatan pesanan ngga bisa dipake semua padahal belum habis masa voucher nya",1
Joss Matap,5
barang slalu cocok,5
untuk kendala cuma satu yaitu kenapa setiap kali saya membuka aplikasi selalu langsung masuk ke bagian vidio dan live ini membuat hp saya lambat yang harusnya langsung di arahkan ke beranda tapi malah masuk ke live& vidio,5
shopie emang is the best..,5
"aplikasi yang luar biasa di lengkapi dengan fitur"" yang sangat membantu dan memudahkan kita seperti seabank dll",5
"maaf senelumnya pihak deplop shoope yg terhornat🙏,, tetangga sya ad kejadian paket datang,padahal ga pesen,kasusnya uda 2x di tetangga saya depan rumah ada juga tetangga saya harganya lbih dari 100k ,,,,mungkin lusa saya kalau tidak segera di perbaiki,,,saya berharap ada perbaikan untuk keamanan shopee,,saya tau kalau ada yg ngasi bintang 1 akan ada peringatan dari play store,,jangan rusak kepercayaan orang hanya karna 1 ato 2 paket nyasar ingatt!! kepercayaan tdk bisa di beli.. .. trmksh",1
Ya mayoritas pakai shopee. mau gimana lagi,5
ok. belanja lebih mudah dan praktis,5
sangat membantu,5
oke mantap,5
memudahkan dlam stiap mncari yg di butuhkan,5
semua sesuai dengan deskripsinya🤗🤗,5
mantap,5
"kurir nya ga sopan udah ga mau nganter ke rumah di suruh jemput trus ga mau nunggu bentar ga nyampe 10 mnit lohh sekarang malah nyuruh jemput di kantor ga trus buat apa kurir klo ujung"" nya jemput sendiri!!",1
🫰🫰,5
Pelayanan yg baik dan suka dpt free ongkir mksh shopeee,5
sangat memudahkan,5
bagus sangat membantu,5
sangat cocok untuk online,5
mudah berbelanjanya dan komplit,5
udan menginstal malah intals lagi lemot juga tpi ini aplikasi bagus kokk,5
"sangat bagus,tidak megecewakan",5
barang sesuai pesanan dan pengiriman cepat,5
"shopee paling baik, banyak promo nya pokonya apk.paling rekomendasi banget.👍👍",5
semoga lebih baik lagi.,5
Order sesuai deskripsi 👍 mantulll Bosque,5
sangat membantu,5
ok,5
mudah dan lebih sesuai di dompet,5
GOOD JOB,5
"Saya suka belanja di Shopee karena cari barang sangat mudah,kualitas sesuai harga, kurir ramah, barang sampai tepat waktu malah kadang lebih cepat....Trima kasih Shopee🙏👍👍👍👍🙂🙂☺",5
belanja di shopee sangat memuaskan,5
"semua hal yg q butuhin ada d.shopee, jadi gak perlu cape"" ngantri n panas""an 🤭🤭",5
"Alhamdulillah barang cepat sampai, respon penjual cepat dan barang sesuai pesanan... terimakasih shopee 🙏🙏🙏👍👍👍",5
Lebih ditingkatkan lagi untuk pengirimannya 🥰,5
pokoknya ok lah barang sesuai yg di pesan 😊,5
"sebelumnya saya senang belanja disini, makin kesini kok makin lama pengirimannya saya ubah bintangnya ya, klo tidak ada perubahan dari sistem pengirimannya mungkin apl ini bakal saya hapus",1
mantaaabbb,5
bisa belanja lewat shope mantap,5
selalu puas belanja di apk ini selalu sesuai dan harga lebih murah dri apk lain😍🥰🥰,5
shopee barang nya aman terpercaya dan pengiriman cepat,5
Belanja jd lbh Mudah dan gk ribet pake shopee,5
Hr ni co di batalkan otomatis sm shopee anehnya katanya ada aktivitas tdk wajar n mencurigakan sm punya akun aktif lbh dr satu..di tanya balik aktivitas seperti apa tdk bs jwb..di tanya cb sebutin akun sy yg aktif lbh dr satu yg mn aj tdk bs jwb jg katanya itu kebijakan prshn lbh anehnya lg yg punya akun sndr ga blh tau alasannya knp pdhl akun sy cmn punya satu dr dl...bnr2 tdk memberi solusi n menyelesaikan mslh...😱👿🤬,1
ok,5
"pelayanannya kadang-kadang ada yang kurang, tapi kebanyakan ramah & baik, walaupun aq ga sering di rumah tapi untung paketnya sampai dengan selamat, waktu itu aq hampir salah paham, aq ga denger ada yg manggil paket soalnya aq lagi mandi, pas aq cek di Shopee barangny udah nyampe, tapi ternyata belum ada kan bisanya di lempar sama kurirny tapi ini gaada,ternyata di dorong apa gmn sam kucing di rumah saya.ya emg kesalahan murni saya si",5
Belanja jd gampang cepat dan murah..berkualitas dan tuntas..banyak vouchernya..dan tambah puas belanjanya.,5
tak salah lagi belinya di shopee Mantap,5
sangat membantu untuk belanja,5
shopee mempermudah dalam membeli barang,5
saya pernah bekerja di shoope Kamal sebagai expedisi FBI.kalau bisa mutu pengiriman tepat waktu itu saja saran saya.,5
shopee memang luarbiasa memberi manfaat pada semua kreator dan seller,5
satu apk semua ada,5
pengiriman cepat dan barang² yg di kirim sesuai pesanan,5
Terbaik dan semoga selalu bermanfaat untuk orang banyak,5
mantap,5
sangat bagus shopee,5
buruk sekali nggk pantas untuk d kasih bintang 5,1
sangat bagus melebihi lazada banyak voucer gratis ongkir jika barang telat sampai dapat vocer gratiss,5
Alhamdulillah...,5
pengiriman lokasi sdh sekabupaten 2 hari blm di kirim,1
ok,5
aplikasi penjajah makin kesini makin gak masuk akal kebijakan nya semena mena ke driver nya sendri,1
mantap,5
baik,5
bagus,5
non penipuan,5
sangat membantu,5
sangat puas,5
jasa pengiriman pakai kargo tak tersedia 👎,1
Sangat Bagus,5
sangat menarik selalu ditunggu promo2nya dan sangat membantu pencarian barang yg dicari.,5
Bagus gratis ongkir..,5
aplikasi ini sangat bagus untuk membeli sesuatu harganya sangat terjangkau dan barang barangnya berkualitas,5
"Mohon maaf,pas main Capitan dapat amplop kuning malah ada tulisan expired apalah g tau TPI tolong perbaiki soalnya udh 2 kali, padahal udh seneng dapat amplop kuning",4
good,5
sering belanja disini pokonya,5
membantu berbelanja semua orang,5
mantap,5
kapan spaylaternya bisa digunakan...trims,5
bisa di percaya. cepet dan ramah,5
Shopee siip..,5
mudah.murah.aman.nyaman,5
murah dan cepat pengirimannya,5
banya sng murah,5
sangat mudah pesan dan termurah belanja,5
apk nya sangat bagus dan keren tapi harga nya (Behhhh),5
Sgt membantu,5
Shopee sangat bagus dan amanah,5
beli onlen bikin andrenalin naik turun,5
kami sangat puas dgn shopee kerna setiap yg kami butuh kan tersedia dn amanah,5
Oke,5
ok,5
bisa belanja sesuka hati,5
bisa dipercaya,5
"pengiriman super lemot parah. kalo dulu gua akuin cepet. kalo sekarang bener"" drastis lemotnya. chat cs shope jawabannya gak memuaskan.",1
Shopee terbaik,5
shopee sangat membantu kami pilih barang sangat lengkap,4
mantap,5
ga ragu belanja di sopee,5
shopee memang ok,5
mantul,5
gamenya parah2 bngt dah ngga ada yg bisa di mainin harus pakai koin kalau mau menang nyari koinnya setengah mati ujung2nya beli koin lah iya wkwkwk,1
ok,5
selama belanja d shopee blum pernah kecewa real pic barang nya,5
Jelek,1
"Sangat membantu sekali dalam berbelanja online maupun menjadi affiliator, saya mendapatkan penghasilan tambahan lewat Shopee affiliator",5
sangat bagus,5
puas belanja di shopping,5
aplikasinya udh bagus dan lengkap tapi pengantaran paket nya lumayan lama,2
"semua lumayan, cuman untuk pencarian tidak bisa secara spesifik, cari satu barang, barang lain yang tidak sesuai banyak yang masuk",5
"Shopee ini tempat belanja onlinr terpecaya aku, klo barang rusak atau hilang bisa milih fitur minta pengembalian dana tanpa pengembalian barang prosesny pun cepet cuma butuh waktu 1-3 hari aja pokoknya the best banget toko orange ini deh",5
"sangat puas TDK pernah mengecewakan ,semoga terus bs memuaskan pelanggannya ya sopee",5
"Trimakasih,, atas pelayanan nya semoga tetap.sukses",5
bagus,5
puas,5
sampai sekarang saya cukup puas walau terkadang pelayanan petugas di kantor cabang daerah saya kurang memuaskan tapi klau untuk aplikasinya saya puas,4
pelayanan sangat baik. Sangat mempermudah dalam shop👍👍🤩,5
"layanan shopefood lambat, cukup 2-5menit gak dapat driver harusnya dibatalkan otomatis, gak perlu 13menit lebih",1
bagus,5
OK saja,5
barang sesuai pesanan,5
terpercaya,5
mantap,5
cocok buat market place,5
mantapp,5
mantap,5
rumit mau apa2 dipersulit,1
mantap,5
oks,5
mantap boss,5
puas berbelanja di shopee,5
"aplikasi Shopee knapa ya, sya ga pesen paket, knapa ada paket datang, d aplikasi sy ga pesan, tp d aplikasi s kurir ada, aneh ni Shopee,",1
Shopee oke 👍🏻,5
beli di shoope mempermudah aku dan suami dalam usaha kami... semoga menjadi langganan ya.. dan aplikasi ini semakindi perbaiki lagi supaya lebih baik lagi..,5
